payment_id,trip_id,payment_method
329,367,Cash
330,368,UPI
331,370,Card
332,372,Wallet
333,373,Wallet
334,374,Card
335,375,UPI
336,376,Card
337,377,Card
338,378,UPI
339,379,UPI
340,380,Cash
341,381,UPI
342,382,Cash
343,383,Card
344,384,UPI
345,385,Cash
346,386,Cash
347,387,Card
348,388,UPI
349,389,UPI
350,390,UPI
351,392,UPI
352,393,UPI
353,394,Cash
354,396,Cash
355,397,Cash
356,398,Cash
357,399,Card
358,401,UPI
359,402,UPI
360,403,UPI
361,404,Cash
362,405,UPI
363,406,UPI
364,407,UPI
365,408,Cash
366,409,UPI
367,410,UPI
368,411,UPI
369,413,Cash
370,414,Card
371,415,Card
372,416,Wallet
373,417,Card
374,418,UPI
375,419,Card
376,420,UPI
377,421,Wallet
378,422,UPI
379,423,UPI
380,425,Wallet
381,427,UPI
382,428,UPI
383,429,Card
384,430,Cash
385,431,UPI
386,432,Cash
387,433,Cash
388,434,UPI
389,435,UPI
390,436,UPI
391,437,UPI
392,438,Card
393,439,UPI
394,440,Cash
395,442,Card
396,443,Cash
397,444,Card
398,445,Cash
399,446,Card
400,447,UPI
401,448,Card
402,449,Card
403,450,Cash
404,451,UPI
405,452,UPI
406,453,UPI
407,454,Cash
408,455,UPI
409,456,UPI
410,458,UPI
411,460,UPI
412,462,UPI
413,463,UPI
414,464,Cash
415,465,Cash
416,466,Wallet
417,467,UPI
418,468,UPI
419,469,UPI
420,470,UPI
421,472,Card
422,473,UPI
423,474,UPI
424,475,UPI
425,476,UPI
426,477,Cash
427,478,Wallet
428,479,UPI
429,480,Cash
430,481,Card
431,482,Wallet
432,484,UPI
433,485,Cash
434,486,UPI
435,487,UPI
436,488,Card
437,489,Card
438,490,Card
439,491,Cash
440,492,Cash
441,493,Card
442,495,Wallet
443,496,Card
444,497,UPI
445,498,UPI
446,499,UPI
447,500,Card
448,501,Cash
449,502,Card
450,503,UPI
451,504,Card
452,505,UPI
453,506,Wallet
454,507,UPI
455,508,Card
456,509,UPI
457,510,Card
458,511,UPI
459,512,UPI
460,513,UPI
461,514,UPI
462,515,UPI
463,516,Wallet
464,517,UPI
465,518,UPI
466,519,Card
467,520,Wallet
468,521,Cash
469,522,UPI
470,523,UPI
471,524,Wallet
472,525,UPI
473,527,Cash
474,528,Wallet
475,529,Cash
476,530,Cash
477,531,Card
478,532,Card
479,533,UPI
480,534,UPI
481,535,UPI
482,536,Wallet
483,537,UPI
484,538,Card
485,539,Cash
486,540,Card
487,541,Cash
488,542,UPI
489,544,UPI
490,545,UPI
491,546,Cash
492,547,UPI
493,548,UPI
494,549,Wallet
495,550,UPI
496,551,UPI
497,552,UPI
498,553,Cash
499,554,UPI
500,555,Card
501,556,UPI
502,557,Cash
503,558,UPI
504,559,Cash
505,560,UPI
506,561,UPI
507,562,UPI
508,563,UPI
509,564,Cash
510,565,Card
511,566,UPI
512,567,UPI
513,568,UPI
514,569,UPI
515,570,UPI
516,571,UPI
517,572,Card
518,573,Wallet
519,574,UPI
520,575,UPI
521,576,UPI
522,577,UPI
523,578,UPI
524,579,Cash
525,580,UPI
526,581,UPI
527,582,Card
528,583,Cash
529,584,UPI
530,585,Wallet
531,586,UPI
532,587,UPI
533,588,Cash
534,589,UPI
535,590,UPI
536,591,Wallet
537,592,UPI
538,593,UPI
539,594,Wallet
540,595,Wallet
541,596,Card
542,597,UPI
543,598,Card
544,599,Cash
545,600,UPI
546,601,UPI
547,602,UPI
548,603,Cash
549,604,Cash
550,605,UPI
551,606,Card
552,607,Cash
553,609,Card
554,610,UPI
555,611,Wallet
556,613,UPI
557,614,UPI
558,615,Card
559,616,Cash
560,617,Cash
561,618,UPI
562,619,UPI
563,620,UPI
564,621,Cash
565,622,UPI
566,623,UPI
567,624,UPI
568,625,Card
569,626,UPI
570,627,Card
571,628,UPI
572,630,Card
573,631,Cash
574,632,Card
575,633,UPI
576,634,UPI
577,635,UPI
578,636,Wallet
579,637,UPI
580,638,Cash
581,639,UPI
582,640,UPI
583,641,Cash
584,642,UPI
585,643,UPI
586,644,Cash
587,645,UPI
588,646,Card
589,648,UPI
590,649,Cash
591,650,Card
592,651,Card
593,652,UPI
594,653,UPI
595,654,UPI
596,655,Cash
597,656,Cash
598,657,Cash
599,658,Cash
600,659,Cash
601,660,Cash
602,661,UPI
603,662,UPI
604,663,UPI
605,664,UPI
606,665,UPI
607,666,Card
608,667,UPI
609,668,Card
610,669,Cash
611,670,Card
612,671,Wallet
613,672,UPI
614,673,UPI
615,674,Cash
616,675,Wallet
617,676,UPI
618,677,Card
619,678,Card
620,680,UPI
621,681,Cash
622,682,UPI
623,683,UPI
624,684,UPI
625,685,UPI
626,686,UPI
627,687,Card
628,688,Card
629,689,UPI
630,690,Cash
631,691,UPI
632,692,UPI
633,693,UPI
634,694,UPI
635,695,UPI
636,696,UPI
637,697,UPI
638,698,UPI
639,699,Wallet
640,700,UPI
641,701,UPI
642,702,Card
643,703,Wallet
644,704,UPI
645,705,Cash
646,706,Wallet
647,707,UPI
648,708,UPI
649,709,UPI
650,710,UPI
651,711,UPI
652,712,Card
653,713,Wallet
654,714,Card
655,715,Cash
656,716,Cash
657,717,Card
658,718,Cash
659,720,UPI
660,721,UPI
661,722,Card
662,723,UPI
663,724,Wallet
664,725,UPI
665,726,UPI
666,727,UPI
667,728,Card
668,729,Cash
669,731,UPI
670,732,UPI
671,733,UPI
672,734,UPI
673,735,UPI
674,736,Card
675,737,UPI
676,739,Card
677,740,Card
678,741,UPI
679,742,UPI
680,743,UPI
681,744,UPI
682,745,Cash
683,746,Card
684,747,Cash
685,748,UPI
686,749,UPI
687,750,UPI
688,751,Card
689,752,UPI
690,753,Cash
691,754,UPI
692,755,Cash
693,756,Wallet
694,758,UPI
695,759,Cash
696,760,Cash
697,761,Wallet
698,762,Wallet
699,763,UPI
700,764,Card
701,765,UPI
702,766,Card
703,767,Card
704,768,UPI
705,770,UPI
706,771,UPI
707,772,Card
708,773,Card
709,774,Wallet
710,775,UPI
711,776,Card
712,777,Wallet
713,778,Card
714,779,UPI
715,780,Card
716,781,UPI
717,782,Wallet
718,783,Cash
719,784,UPI
720,785,Cash
721,786,UPI
722,787,UPI
723,788,UPI
724,789,UPI
725,790,Card
726,791,Card
727,792,Wallet
728,793,Cash
729,794,UPI
730,795,UPI
731,796,Wallet
732,797,Cash
733,798,Cash
734,800,UPI
735,801,UPI
736,802,UPI
737,803,Wallet
738,804,UPI
739,805,UPI
740,806,Cash
741,807,UPI
742,808,Card
743,809,UPI
744,811,UPI
745,813,Cash
746,814,Wallet
747,815,UPI
748,816,UPI
749,817,UPI
750,818,Card
751,819,Cash
752,820,UPI
753,821,UPI
754,822,UPI
755,823,Cash
756,824,UPI
757,825,UPI
758,826,Card
759,827,UPI
760,828,UPI
761,829,Wallet
762,830,UPI
763,831,UPI
764,832,UPI
765,833,UPI
766,835,UPI
767,836,UPI
768,837,UPI
769,838,UPI
770,840,Cash
771,841,UPI
772,842,Card
773,843,Wallet
774,844,UPI
775,845,UPI
776,846,Cash
777,847,Card
778,848,UPI
779,849,UPI
780,850,Card
781,852,Card
782,853,Cash
783,854,Card
784,855,Cash
785,856,UPI
786,857,Wallet
787,858,Card
788,859,Card
789,860,Cash
790,861,Cash
791,863,UPI
792,864,UPI
793,865,UPI
794,866,UPI
795,867,UPI
796,868,UPI
797,869,Card
798,870,UPI
799,871,Card
800,872,UPI
801,873,Card
802,874,UPI
803,875,Card
804,876,UPI
805,877,Card
806,878,UPI
807,879,UPI
808,881,UPI
809,882,UPI
810,883,Card
811,884,Cash
812,885,UPI
813,886,UPI
814,887,UPI
815,888,UPI
816,889,Cash
817,890,Cash
818,891,UPI
819,892,UPI
820,893,UPI
821,894,UPI
822,895,Cash
823,896,UPI
824,897,Cash
825,898,UPI
826,900,UPI
827,901,Wallet
828,902,Card
829,903,Cash
830,904,Wallet
831,905,Cash
832,906,UPI
833,907,Wallet
834,908,UPI
835,909,UPI
836,910,Card
837,911,Wallet
838,912,UPI
839,913,Cash
840,914,UPI
841,915,Card
842,916,Cash
843,917,Cash
844,918,UPI
845,919,UPI
846,920,UPI
847,921,UPI
848,923,UPI
849,924,Cash
850,925,UPI
851,926,UPI
852,927,Card
853,928,UPI
854,929,Card
855,930,UPI
856,931,UPI
857,932,UPI
858,933,Cash
859,934,UPI
860,935,UPI
861,936,Cash
862,938,Wallet
863,939,UPI
864,940,UPI
865,941,UPI
866,942,Cash
867,943,Wallet
868,944,UPI
869,945,Wallet
870,946,UPI
871,947,Cash
872,948,Cash
873,949,Card
874,951,UPI
875,953,Cash
876,954,Cash
877,955,Wallet
878,956,Wallet
879,957,UPI
880,958,UPI
881,959,Cash
882,960,Wallet
883,961,UPI
884,962,Card
885,963,UPI
886,964,UPI
887,965,UPI
888,966,Card
889,967,Cash
890,968,UPI
891,969,UPI
892,970,UPI
893,971,Wallet
894,972,UPI
895,973,UPI
896,974,Cash
897,975,UPI
898,976,Card
899,977,UPI
900,978,Card
901,980,Card
902,981,UPI
903,982,UPI
904,983,Cash
905,984,Cash
906,985,UPI
907,986,Cash
908,987,UPI
909,988,Card
910,989,UPI
911,990,Cash
912,991,Cash
913,992,Cash
914,993,Cash
915,994,UPI
916,995,UPI
917,997,Cash
918,998,Cash
919,999,Cash
920,1000,UPI
921,1001,Card
922,1002,UPI
923,1003,UPI
924,1004,UPI
925,1005,UPI
926,1006,Cash
927,1007,UPI
928,1008,UPI
929,1009,Cash
930,1010,Cash
931,1011,Wallet
932,1012,UPI
933,1013,UPI
934,1014,UPI
935,1015,UPI
936,1016,UPI
937,1017,UPI
938,1018,UPI
939,1019,UPI
940,1020,UPI
941,1021,UPI
942,1022,UPI
943,1023,Card
944,1024,Cash
945,1025,Card
946,1026,Card
947,1027,Cash
948,1028,UPI
949,1029,Card
950,1030,Cash
951,1031,UPI
952,1032,UPI
953,1033,UPI
954,1034,UPI
955,1035,UPI
956,1036,Card
957,1037,UPI
958,1038,Card
959,1039,UPI
960,1040,UPI
961,1041,Card
962,1042,Cash
963,1043,Cash
964,1044,Card
965,1045,UPI
966,1046,Cash
967,1047,UPI
968,1048,Cash
969,1049,UPI
970,1050,UPI
971,1051,Wallet
972,1052,UPI
973,1053,UPI
974,1055,UPI
975,1056,UPI
976,1058,UPI
977,1059,Cash
978,1060,Cash
979,1061,UPI
980,1062,Cash
981,1063,UPI
982,1065,UPI
983,1066,UPI
984,1067,Cash
985,1068,Wallet
986,1069,UPI
987,1070,Card
988,1071,UPI
989,1072,UPI
990,1073,Cash
991,1074,Wallet
992,1075,UPI
993,1076,UPI
994,1077,UPI
995,1078,UPI
996,1079,UPI
997,1080,UPI
998,1081,UPI
999,1082,Card
1000,1083,UPI
1001,1085,Cash
1002,1086,UPI
1003,1087,Card
1004,1088,Card
1005,1089,UPI
1006,1090,Card
1007,1091,Cash
1008,1093,Card
1009,1094,UPI
1010,1095,Cash
1011,1096,UPI
1012,1097,Card
1013,1098,Card
1014,1099,UPI
1015,1100,Card
1016,1101,Cash
1017,1102,Wallet
1018,1103,Cash
1019,1104,UPI
1020,1105,UPI
1021,1106,UPI
1022,1107,Cash
1023,1108,UPI
1024,1109,UPI
1025,1110,Wallet
1026,1111,UPI
1027,1112,Wallet
1028,1113,Wallet
1029,1115,Card
1030,1116,UPI
1031,1117,UPI
1032,1118,UPI
1033,1119,UPI
1034,1120,UPI
1035,1121,Wallet
1036,1122,UPI
1037,1123,Cash
1038,1124,Cash
1039,1125,Cash
1040,1126,UPI
1041,1127,UPI
1042,1128,Wallet
1043,1129,UPI
1044,1130,Cash
1045,1131,UPI
1046,1132,Cash
1047,1134,UPI
1048,1135,UPI
1049,1136,UPI
1050,1137,UPI
1051,1138,UPI
1052,1139,UPI
1053,1140,UPI
1054,1141,UPI
1055,1142,UPI
1056,1143,UPI
1057,1144,UPI
1058,1145,Card
1059,1146,UPI
1060,1147,UPI
1061,1148,UPI
1062,1149,Card
1063,1150,Cash
1064,1151,UPI
1065,1152,UPI
1066,1153,Wallet
1067,1155,Card
1068,1156,Cash
1069,1157,UPI
1070,1158,Cash
1071,1159,Card
1072,1160,UPI
1073,1161,UPI
1074,1162,Wallet
1075,1163,Cash
1076,1164,Cash
1077,1165,Cash
1078,1166,Card
1079,1167,Cash
1080,1168,UPI
1081,1169,UPI
1082,1170,Wallet
1083,1171,UPI
1084,1172,Card
1085,1173,Cash
1086,1174,UPI
1087,1175,Cash
1088,1176,UPI
1089,1178,Card
1090,1179,Card
1091,1180,UPI
1092,1181,Cash
1093,1182,Card
1094,1183,Cash
1095,1185,UPI
1096,1186,UPI
1097,1187,Card
1098,1189,Wallet
1099,1190,UPI
1100,1191,UPI
1101,1192,UPI
1102,1193,UPI
1103,1194,Cash
1104,1195,Cash
1105,1196,Wallet
1106,1197,UPI
1107,1198,Wallet
1108,1199,UPI
1109,1200,UPI
1110,1201,Cash
1111,1202,Cash
1112,1204,Wallet
1113,1205,UPI
1114,1206,UPI
1115,1208,UPI
1116,1209,UPI
1117,1211,UPI
1118,1212,UPI
1119,1213,UPI
1120,1214,UPI
1121,1215,Card
1122,1216,Cash
1123,1217,UPI
1124,1218,Card
1125,1219,Card
1126,1220,Wallet
1127,1221,UPI
1128,1222,Card
1129,1223,UPI
1130,1224,Cash
1131,1225,UPI
1132,1226,Wallet
1133,1227,Wallet
1134,1228,Cash
1135,1229,Wallet
1136,1230,Card
1137,1231,UPI
1138,1232,Card
1139,1233,UPI
1140,1234,UPI
1141,1235,UPI
1142,1236,Cash
1143,1238,Wallet
1144,1239,Card
1145,1240,Cash
1146,1241,UPI
1147,1242,UPI
1148,1244,UPI
1149,1245,UPI
1150,1246,UPI
1151,1247,Card
1152,1248,Cash
1153,1249,UPI
1154,1250,Card
1155,1251,Cash
1156,1252,UPI
1157,1253,UPI
1158,1254,UPI
1159,1255,UPI
1160,1256,Wallet
1161,1257,Cash
1162,1258,Cash
1163,1260,Cash
1164,1261,UPI
1165,1262,Cash
1166,1263,Cash
1167,1265,Card
1168,1266,UPI
1169,1267,UPI
1170,1268,Card
1171,1269,UPI
1172,1270,Cash
1173,1271,UPI
1174,1272,UPI
1175,1273,Card
1176,1274,Cash
1177,1275,Cash
1178,1276,UPI
1179,1277,Cash
1180,1278,Cash
1181,1280,Card
1182,1281,Cash
1183,1282,UPI
1184,1284,Wallet
1185,1285,UPI
1186,1286,Cash
1187,1287,Card
1188,1288,Cash
1189,1289,Cash
1190,1290,UPI
1191,1291,Card
1192,1292,Wallet
1193,1293,UPI
1194,1294,UPI
1195,1295,Wallet
1196,1296,UPI
1197,1297,UPI
1198,1298,UPI
1199,1299,UPI
1200,1300,UPI
1201,1301,Cash
1202,1302,UPI
1203,1303,UPI
1204,1304,Cash
1205,1305,UPI
1206,1306,UPI
1207,1307,Wallet
1208,1308,UPI
1209,1309,UPI
1210,1310,Wallet
1211,1311,UPI
1212,1312,UPI
1213,1313,UPI
1214,1314,Card
1215,1315,UPI
1216,1316,Cash
1217,1317,UPI
1218,1318,Card
1219,1319,Cash
1220,1320,Wallet
1221,1321,UPI
1222,1322,Card
1223,1323,Cash
1224,1325,UPI
1225,1327,Card
1226,1328,UPI
1227,1330,UPI
1228,1331,Wallet
1229,1332,UPI
1230,1333,UPI
1231,1334,Card
1232,1335,Cash
1233,1336,UPI
1234,1337,UPI
1235,1338,Cash
1236,1339,UPI
1237,1340,UPI
1238,1341,Card
1239,1342,Cash
1240,1343,UPI
1241,1344,UPI
1242,1345,Card
1243,1346,Card
1244,1347,UPI
1245,1349,UPI
1246,1350,Cash
1247,1351,Wallet
1248,1352,Card
1249,1353,UPI
1250,1354,UPI
1251,1355,UPI
1252,1356,UPI
1253,1357,UPI
1254,1358,Cash
1255,1359,Cash
1256,1360,UPI
1257,1362,UPI
1258,1363,Cash
1259,1364,UPI
1260,1365,Cash
1261,1366,Cash
1262,1367,Cash
1263,1368,UPI
1264,1369,UPI
1265,1370,UPI
1266,1371,Card
1267,1372,Card
1268,1373,UPI
1269,1374,UPI
1270,1375,UPI
1271,1376,Card
1272,1377,Wallet
1273,1378,UPI
1274,1379,Wallet
1275,1380,UPI
1276,1381,UPI
1277,1382,Card
1278,1383,UPI
1279,1384,Cash
1280,1385,UPI
1281,1386,UPI
1282,1387,Cash
1283,1388,Wallet
1284,1389,UPI
1285,1390,Cash
1286,1391,UPI
1287,1392,UPI
1288,1393,UPI
1289,1394,Card
1290,1395,UPI
1291,1396,Cash
1292,1397,Card
1293,1398,UPI
1294,1399,Card
1295,1400,Card
1296,1401,Wallet
1297,1402,Cash
1298,1403,UPI
1299,1404,Wallet
1300,1405,Cash
1301,1406,UPI
1302,1407,Card
1303,1409,Cash
1304,1410,UPI
1305,1411,Wallet
1306,1412,UPI
1307,1413,Cash
1308,1414,Wallet
1309,1415,Cash
1310,1416,Cash
1311,1417,UPI
1312,1418,UPI
1313,1419,UPI
1314,1420,UPI
1315,1421,Cash
1316,1422,UPI
1317,1423,Wallet
1318,1424,Card
1319,1425,Wallet
1320,1426,Wallet
1321,1427,UPI
1322,1429,Cash
1323,1430,UPI
1324,1431,Cash
1325,1432,UPI
1326,1433,UPI
1327,1434,Cash
1328,1435,UPI
1329,1436,Cash
1330,1438,UPI
1331,1440,Cash
1332,1441,Card
1333,1442,UPI
1334,1443,Wallet
1335,1444,Wallet
1336,1445,UPI
1337,1446,Wallet
1338,1447,UPI
1339,1448,UPI
1340,1449,UPI
1341,1450,Wallet
1342,1451,UPI
1343,1452,UPI
1344,1453,Cash
1345,1454,Cash
1346,1455,UPI
1347,1458,Card
1348,1459,UPI
1349,1460,UPI
1350,1461,UPI
1351,1462,UPI
1352,1463,UPI
1353,1464,Wallet
1354,1465,Card
1355,1466,Cash
1356,1467,Cash
1357,1468,UPI
1358,1469,Wallet
1359,1471,Wallet
1360,1472,Wallet
1361,1473,UPI
1362,1474,Cash
1363,1475,Card
1364,1476,UPI
1365,1477,Cash
1366,1478,Card
1367,1479,Card
1368,1480,Wallet
1369,1481,Card
1370,1482,Wallet
1371,1483,Cash
1372,1484,UPI
1373,1485,UPI
1374,1486,UPI
1375,1487,Cash
1376,1488,UPI
1377,1490,UPI
1378,1491,Wallet
1379,1492,Wallet
1380,1493,Wallet
1381,1495,Card
1382,1496,UPI
1383,1497,Card
1384,1498,UPI
1385,1499,Wallet
1386,1500,Card
1387,1501,Cash
1388,1502,UPI
1389,1503,Cash
1390,1504,UPI
1391,1505,UPI
1392,1506,Cash
1393,1507,Cash
1394,1508,UPI
1395,1509,UPI
1396,1510,Cash
1397,1511,UPI
1398,1512,UPI
1399,1513,Cash
1400,1514,UPI
1401,1515,Card
1402,1516,UPI
1403,1517,UPI
1404,1518,Cash
1405,1519,Cash
1406,1520,UPI
1407,1521,Card
1408,1522,UPI
1409,1524,UPI
1410,1525,UPI
1411,1526,UPI
1412,1527,UPI
1413,1528,UPI
1414,1529,UPI
1415,1530,UPI
1416,1531,Cash
1417,1532,Cash
1418,1533,Cash
1419,1534,UPI
1420,1536,UPI
1421,1537,UPI
1422,1539,UPI
1423,1540,UPI
1424,1541,UPI
1425,1542,Cash
1426,1543,UPI
1427,1544,UPI
1428,1545,Card
1429,1546,Wallet
1430,1547,UPI
1431,1548,Cash
1432,1549,Card
1433,1551,UPI
1434,1552,Cash
1435,1554,UPI
1436,1555,UPI
1437,1556,Cash
1438,1557,UPI
1439,1558,Wallet
1440,1559,Cash
1441,1560,Card
1442,1561,UPI
1443,1562,UPI
1444,1563,UPI
1445,1564,Wallet
1446,1565,Cash
1447,1566,Card
1448,1567,UPI
1449,1568,UPI
1450,1569,UPI
1451,1570,UPI
1452,1571,UPI
1453,1572,Wallet
1454,1573,UPI
1455,1574,Card
1456,1575,Cash
1457,1576,UPI
1458,1577,UPI
1459,1578,Card
1460,1579,Card
1461,1580,UPI
1462,1581,Wallet
1463,1582,Cash
1464,1583,UPI
1465,1584,Cash
1466,1585,UPI
1467,1586,Cash
1468,1587,UPI
1469,1588,Wallet
1470,1591,Cash
1471,1592,Card
1472,1594,Card
1473,1595,UPI
1474,1596,UPI
1475,1597,Cash
1476,1598,UPI
1477,1599,UPI
1478,1600,Wallet
1479,1601,UPI
1480,1602,UPI
1481,1603,Card
1482,1604,UPI
1483,1605,UPI
1484,1606,UPI
1485,1607,Cash
1486,1608,UPI
1487,1609,UPI
1488,1610,UPI
1489,1611,UPI
1490,1613,Card
1491,1614,UPI
1492,1615,Cash
1493,1616,Card
1494,1617,UPI
1495,1618,UPI
1496,1619,Cash
1497,1620,UPI
1498,1621,Cash
1499,1622,UPI
1500,1624,Card
1501,1625,UPI
1502,1626,Wallet
1503,1627,UPI
1504,1628,UPI
1505,1629,UPI
1506,1630,UPI
1507,1631,UPI
1508,1632,UPI
1509,1633,UPI
1510,1634,Card
1511,1635,Card
1512,1636,UPI
1513,1637,Cash
1514,1638,UPI
1515,1639,UPI
1516,1640,UPI
1517,1641,UPI
1518,1642,UPI
1519,1643,Wallet
1520,1644,UPI
1521,1645,Cash
1522,1646,Cash
1523,1647,Card
1524,1648,UPI
1525,1649,Cash
1526,1650,UPI
1527,1651,Card
1528,1652,UPI
1529,1653,UPI
1530,1654,UPI
1531,1655,Cash
1532,1656,Card
1533,1657,Card
1534,1658,Cash
1535,1659,Card
1536,1661,UPI
1537,1662,Wallet
1538,1663,UPI
1539,1664,Cash
1540,1665,Cash
1541,1666,UPI
1542,1667,Wallet
1543,1668,UPI
1544,1669,Card
1545,1671,Card
1546,1672,UPI
1547,1673,Cash
1548,1674,UPI
1549,1675,Wallet
1550,1676,UPI
1551,1677,Card
1552,1678,Cash
1553,1679,UPI
1554,1680,Card
1555,1682,UPI
1556,1683,UPI
1557,1684,Card
1558,1685,UPI
1559,1686,UPI
1560,1687,UPI
1561,1688,UPI
1562,1690,UPI
1563,1691,Cash
1564,1692,Card
1565,1693,UPI
1566,1694,Cash
1567,1695,UPI
1568,1696,Card
1569,1697,Cash
1570,1698,UPI
1571,1699,UPI
1572,1700,UPI
1573,1701,Wallet
1574,1702,UPI
1575,1703,Cash
1576,1704,UPI
1577,1705,UPI
1578,1706,Cash
1579,1707,Cash
1580,1708,Card
1581,1709,UPI
1582,1711,Card
1583,1712,Wallet
1584,1713,Cash
1585,1714,UPI
1586,1715,UPI
1587,1716,Card
1588,1717,UPI
1589,1719,UPI
1590,1720,Card
1591,1721,UPI
1592,1722,Cash
1593,1723,Wallet
1594,1724,UPI
1595,1725,Cash
1596,1727,UPI
1597,1728,UPI
1598,1729,Cash
1599,1730,Cash
1600,1731,Cash
